,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
955,ts21368,Black Money Love,SHOW,"Ömer is a police officer. After the death of his fiancée, he suffers great pain. The body of Sibel, Ömer's fiancée, was found on the top of a cliff, in a car next to a fairly old, rich business man. After the shock of her sudden death and the accusations of his love cheating on him, Ömer realizes that there is more behind her suspicious murder",2014,TV-MA,76,"['action', 'drama', 'romance', 'crime']",['TR'],2.0,tt3565486,7.4,6167.0,24.363,8.2
960,ts36127,Turbo FAST,SHOW,"After Turbo the Snail's improbable win at the Indianapolis 500, the superfast racer finds his life forever changed after he returns from his victory tour. Namely, Tito, his human companion, has built Starlite City, a massive miniature city with an elaborate adjoining race track for Turbo and his fellow snails to live and race in. However, Turbo finds his new life no less hectic as he and his friends face new rivals of all varieties eager to take the champion on. Regardless of the danger, Turbo and his colleagues of the Fast Action Stunt Team are ready for the challenge.",2013,TV-PG,19,"['comedy', 'family', 'sport', 'scifi', 'animation', 'action']",['US'],3.0,tt3010520,6.3,613.0,7.35,8.7
962,ts3799,All Hail King Julien,SHOW,"King Julien is back and shaking his booty harder than ever! Discover the wild world of Madagascar as the king takes on the jungle’s craziest adventures in this comedy series. With his loyal sidekicks Maurice and Mort, they meet a whole new cast of colorful animals, including ambitious head of security Clover and the villainous Foosa. No one can stop this king from ruling with an iron fist...in the air...wavin' like he just doesn't care.",2014,TV-Y7,23,"['comedy', 'family', 'fantasy', 'animation', 'action']",['US'],5.0,tt3807022,7.0,2042.0,26.409,6.9
967,ts16117,20 Minutes,SHOW,An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.,2013,TV-MA,46,"['action', 'drama', 'romance']",['TR'],1.0,tt2544148,7.1,1730.0,2.294,8.0
975,ts20781,Incomplete Life,SHOW,"Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world.",2014,TV-14,73,"['comedy', 'drama']",['KR'],1.0,tt4240730,8.5,1987.0,6.909,9.1
982,ts76743,Dokidoki! PreCure,SHOW,"Thanks to Sharuru, a fairy from the Trump Kingdom, and the power of mysterious accessories called Cure Lovies, Mana transforms into Cure Heart! Mana, her close friend Rikka, her high-class childhood friend Alice, and the enigmatic, cool super idol singer Makoto all become legendary saviors. Together, they purify the Jikochu, who have forgotten about love!",2013,TV-G,23,"['animation', 'action', 'comedy', 'drama', 'fantasy', 'family']",['JP'],2.0,tt4621212,6.2,195.0,9.028,8.0
986,ts75104,Zbrodnia,SHOW,The peaceful lives of the residents inhabiting a seaside town are shaken following a series of macabre crimes.,2014,TV-MA,45,"['crime', 'action']",['PL'],2.0,tt4173216,6.2,692.0,2.675,6.3
988,ts34074,"That Winter, the Wind Blows",SHOW,"Circumstances condemn Oh Soo and Oh Young to loveless lives. After the untimely death of his first love, Oh Soo turns to an ambitionless life as a derelict gambler. The gorgeous Oh Young should be leading the perfect life as an heiress, but when her parents’ divorce crumbles the family, she faces the reality of living life alone—particularly in light of her increasingly impaired vision. When these two heavy souls cross paths, fate delivers a chance meeting that will change their lives forever.",2013,TV-MA,63,['drama'],['KR'],1.0,tt2806646,7.6,1836.0,5.05,7.5
994,ts122290,Dharmakshetra,SHOW,"After the end of 18 days war of Mahabharata, Pandavas and Kauravas reach the court of Chitragupta where they have to answer their actions of their past life. In each episode one of the character takes the centre stage to answer the questions asked by Chitragupta on behalf of the others.",2014,TV-14,44,['drama'],['IN'],1.0,tt6803712,8.3,273.0,1.243,10.0
995,ts75833,Masha's Spooky Stories,SHOW,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",2014,TV-Y,5,"['animation', 'family']",['RU'],1.0,tt6979430,6.2,67.0,6.738,5.5
1004,ts67797,Sammy & Co,SHOW,"A series following the story of young turtles, Ricky and Ella, and their friends, Annabel the Octopus and Pipo the Butterfly Fish. Within the many fun, exciting adventures, we learn that life underwater is quite similar to life on earth and likewise, things rarely go as planned! Even if they live with the wise Sammy in the safe happy setting of a warm reef, our little turtles – just like little kids – won’t be able to resist the appeal of the big blue ocean!",2014,TV-PG,15,"['animation', 'european']",['US'],2.0,tt2580128,5.7,31.0,1.96,7.3
1036,ts20238,Boss & Me,SHOW,"Based off Gu Man’s very popular internet novel, the story tells of a kind hearted young girl who works at a big conglomerate. However one of her weaknesses is eating, she loves to eat, and so upon discovering this her boss decides to intentionally fatten her up; she just so happens to share the same blood type as his sister, and thus has the motive of making her the blood donor. Hence comedy ensues as she melts his heart with her exceptional appetite and her cute charm.",2014,TV-PG,45,"['comedy', 'romance']",['CN'],1.0,tt6186406,7.3,456.0,5.829,9.0
1044,ts82860,Against the Tide,SHOW,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,2014,TV-14,44,['drama'],['SG'],1.0,tt7131682,7.6,11.0,0.6,6.0
1078,ts32752,Two Fathers,SHOW,"Seven years ago, two men were notified that the women they both dated had disappeared after giving birth to a baby girl. Not knowing who the father was, the two bachelors decided to raise the baby together. Tang Xiang Xi, the smooth-talking lawyer, and Wen Zhen Hua, the sensitive florist, and the young Tang Wen Di make up a non-traditional family. Their unique living arrangement attracts the attention of the girl's pigheaded teacher and their reclusive next door neighbor.",2013,TV-14,44,"['comedy', 'drama']",['TW'],1.0,tt6707142,8.0,59.0,1.762,7.0
1121,ts8,Better Call Saul,SHOW,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015,TV-MA,49,"['drama', 'crime']",['US'],6.0,tt3032476,8.8,438575.0,273.296,8.5
1122,ts37143,Alone,SHOW,"Hardcore survivalists are put by themselves in the Vancouver Island wilderness, without camera crews, teams, or producers – on a single mission to stay alive for as long as possible.",2015,TV-MA,51,"['reality', 'documentation']",['US'],9.0,tt4803766,8.4,5037.0,26.93,7.0
1123,ts38796,Stranger Things,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],5.0,tt4574334,8.7,1101055.0,2226.231,8.635
1124,ts21867,Schitt's Creek,SHOW,"Formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, suddenly find themselves broke and forced to live in Schitt's Creek, a small depressing town they once bought as a joke.",2015,TV-14,22,['comedy'],['CA'],6.0,tt3526078,8.5,115758.0,25.254,7.6
1125,ts41766,The Good Place,SHOW,"Eleanor Shellstrop, an ordinary woman who, through an extraordinary string of events, enters the afterlife where she comes to realize that she hasn't been a very good person. With the help of her wise afterlife mentor, she's determined to shed her old way of living and discover the awesome (or at least the pretty good) person within.",2016,TV-14,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",['US'],4.0,tt4955642,8.2,152884.0,33.793,8.0
1126,ts37539,One-Punch Man,SHOW,"Saitama is a hero who only became a hero for fun. After three years of “special” training, though, he’s become so strong that he’s practically invincible. In fact, he’s too strong — even his mightiest opponents are taken out with a single punch, and it turns out that being devastatingly powerful is actually kind of a bore. With his passion for being a hero lost along with his hair, yet still faced with new enemies every day, how much longer can he keep it going?",2015,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",['JP'],2.0,tt4508902,8.7,152231.0,133.336,8.4
1128,ts36577,The Last Kingdom,SHOW,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015,TV-MA,55,"['action', 'drama', 'war', 'history', 'european']",['GB'],5.0,tt4179452,8.5,132561.0,153.281,8.3
1129,ts35201,Food Wars! Shokugeki no Soma,SHOW,"Yukihira Souma's dream is to become a full-time chef in his father's restaurant and surpass his father's culinary skill. But just as Yukihira graduates from middle schools his father, Yukihira Jouichirou, closes down the restaurant to travel and cook around the world. Although downtrodden, Souma's fighting spirit is rekindled by a challenge from Jouichirou which is to survive in an elite culinary school where only 10% of the students graduate. Can Souma survive?",2015,TV-MA,24,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",['JP'],5.0,tt4731072,8.2,10022.0,28.642,8.6
1131,ts42069,The Crown,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016,TV-MA,56,"['drama', 'history', 'european']","['GB', 'US']",5.0,tt4786824,8.7,194243.0,75.521,8.2
1132,ts36885,Ash vs Evil Dead,SHOW,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",2015,TV-MA,30,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",['US'],3.0,tt4189022,8.4,70087.0,30.426,7.7
1136,ts36147,Lucifer,SHOW,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016,TV-14,47,"['scifi', 'crime', 'drama', 'fantasy']",['US'],6.0,tt4052886,8.1,313124.0,922.112,8.523
1137,ts35793,Forged in Fire,SHOW,Competitors re-create weapons from historical periods ranging from Japanese katanas to medieval broadswords to ancient throwing blades. Each entry is judged on its artistry as well as its functionality and accuracy.,2015,TV-PG,42,['reality'],['US'],9.0,tt4680444,8.3,3632.0,24.602,8.1
1138,ts53051,The OA,SHOW,"Prairie Johnson, blind as a child, comes home to the community she grew up in with her sight restored. Some hail her a miracle, others a dangerous mystery, but Prairie won’t talk with the FBI or her parents about the seven years she went missing.",2016,TV-MA,55,"['scifi', 'drama', 'fantasy']",['US'],2.0,tt4635282,7.8,103176.0,33.623,7.6
